DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
03-Jul-25,"1,520.80","1,531.90","1,513.00","1,517.80",11283291
02-Jul-25,"1,528.40","1,530.00","1,508.70","1,518.80",6361002
01-Jul-25,"1,500.60","1,531.40","1,500.10","1,528.40",10368523
30-Jun-25,"1,513.80","1,524.80","1,496.00","1,500.60",8409527
27-Jun-25,"1,499.40","1,522.00","1,496.90","1,515.40",11117052
26-Jun-25,"1,469.10","1,498.80","1,465.10","1,495.30",14657893
25-Jun-25,"1,464.00","1,472.40","1,460.50","1,467.30",7525851
24-Jun-25,"1,465.00","1,475.00","1,443.10","1,450.80",16402744
23-Jun-25,"1,453.00","1,463.80","1,442.00","1,456.80",5989078
20-Jun-25,"1,431.00","1,471.00","1,428.10","1,466.20",29010635
19-Jun-25,"1,430.10","1,439.90","1,425.70","1,433.30",10007230
18-Jun-25,"1,430.00","1,442.80","1,425.70","1,430.10",6681735
17-Jun-25,"1,448.00","1,448.00","1,425.80","1,431.20",10366599
16-Jun-25,"1,426.90","1,442.40","1,424.40","1,437.80",8458093
13-Jun-25,"1,424.00","1,435.50","1,414.30","1,427.90",9757276
12-Jun-25,"1,453.50","1,457.00","1,434.40","1,441.60",8828114
11-Jun-25,"1,445.80","1,468.60","1,443.10","1,448.90",8195700
10-Jun-25,"1,450.00","1,453.90","1,436.00","1,438.50",7913181
09-Jun-25,"1,457.00","1,457.50","1,445.30","1,448.80",7885125
06-Jun-25,"1,441.00","1,451.50","1,437.00","1,443.50",8182161
05-Jun-25,"1,428.00","1,454.70","1,423.60","1,442.40",13716817
04-Jun-25,"1,414.70","1,425.70","1,406.10","1,423.50",8126827
03-Jun-25,"1,422.30","1,426.50","1,403.40","1,405.50",11252626
02-Jun-25,"1,412.10","1,417.50","1,395.60","1,413.70",8098668
30-May-25,"1,418.00","1,430.60","1,409.70","1,420.90",13788484
29-May-25,"1,412.10","1,420.00","1,408.60","1,417.80",13771917
28-May-25,"1,420.10","1,422.60","1,410.70","1,412.90",5944611
27-May-25,"1,426.10","1,437.00","1,413.90","1,422.10",12640414
26-May-25,"1,432.00","1,441.00","1,425.10","1,434.80",4842944
23-May-25,"1,406.60","1,433.80","1,406.60","1,426.80",6474883
22-May-25,"1,421.20","1,423.80","1,396.90","1,409.40",12134466
21-May-25,"1,423.90","1,436.20","1,418.10","1,429.20",6136364
20-May-25,"1,438.20","1,445.00","1,421.80","1,424.60",11270560
19-May-25,"1,452.10","1,454.60","1,438.20","1,440.80",6195791
16-May-25,"1,453.20","1,461.00","1,447.30","1,456.40",9036695
15-May-25,"1,425.00","1,461.40","1,412.70","1,454.20",20177211
14-May-25,"1,420.00","1,429.90","1,415.50","1,424.40",5570160
13-May-25,"1,433.50","1,447.70","1,412.40","1,415.70",11407896
12-May-25,"1,400.00","1,439.00","1,400.00","1,436.50",10674081
09-May-25,"1,385.50","1,394.80","1,374.50","1,377.20",13668904
08-May-25,"1,404.10","1,420.80","1,398.00","1,407.00",16106175
07-May-25,"1,420.90","1,424.40","1,402.70","1,406.00",13440169
06-May-25,"1,431.00","1,432.00","1,410.60","1,420.90",14084117
05-May-25,"1,431.00","1,439.50","1,426.90","1,431.30",12685649
02-May-25,"1,414.00","1,426.70","1,409.10","1,422.40",17535402
30-Apr-25,"1,402.00","1,412.40","1,369.00","1,405.00",25480745
29-Apr-25,"1,371.00","1,410.90","1,370.00","1,399.70",32538970
28-Apr-25,"1,340.00","1,374.60","1,320.20","1,368.80",31104496
25-Apr-25,"1,303.50","1,325.20","1,288.10","1,300.40",14431012
24-Apr-25,"1,292.40","1,304.50","1,290.30","1,301.60",10468940
23-Apr-25,"1,297.00","1,306.00","1,285.40","1,300.00",10480888
22-Apr-25,"1,300.00","1,303.90","1,286.30","1,291.20",13051707
